model,dataset,question_id,question,sql_time_s,nlp_time_s,total_time_s,gpu_energy_j,total_energy_j,avg_power_w,carbon_gco2eq,generated_at
gemma3n:e4b,global_development,question_12,What is the average economic opportunity index of low and indebt countries?,0.0436,3.6482,3.6918,0.0,22.6012,6.12,2.5112,2025-11-26 21:41:52
gemma3n:e4b,global_development,question_13,How many countries has the gdp per capita lower than the world in 2019?,0.027,6.1385,6.1655,0.0,45.882,7.44,5.098,2025-11-26 21:41:59
gemma3n:e4b,global_development,question_14,Which country has the highest health expenditure per capita in 2020?,0.0322,4.1722,4.2044,0.0,25.406,6.04,2.8229,2025-11-26 21:42:03
gemma3n:e4b,global_development,question_15,How many countries are in lower middle income group as in 2020?,0.0359,1.9533,1.9892,0.0,11.2622,5.66,1.2514,2025-11-26 21:42:05
gemma3n:e4b,global_development,question_16,What is the average digital readiness score of high income countries in 2019?,0.0341,5.8201,5.8542,0.0,43.3015,7.4,4.8113,2025-11-26 21:42:12
gemma3n:e4b,global_development,question_17,Which country has the lowest global resilience score?,0.0317,3.7767,3.8084,0.0,27.3728,7.19,3.0414,2025-11-26 21:42:16
gemma3n:e4b,global_development,question_18,What is the highest energy per capita score in 2020? In which country,0.0323,3.4746,3.5069,0.0,17.49,4.99,1.9433,2025-11-26 21:42:19
gemma3n:e4b,global_development,question_19,What country has the longest period of deflation? Deflation is known as when the inflation is negative,0.0319,4.8369,4.8688,0.0,25.4181,5.22,2.8242,2025-11-26 21:42:24
gemma3n:e4b,global_development,question_2,Country with the highest global development resilience score in 2020,0.0322,1.8847,1.9169,0.0,10.5299,5.49,1.1699,2025-11-26 21:42:26
gemma3n:e4b,global_development,question_20,Which country has the highest gdp per capita among lower middle income group?,0.0415,2.8538,2.8953,0.0,14.9201,5.15,1.6578,2025-11-26 21:42:30
gemma3n:e4b,global_development,question_21,Number of countries have higher economic opportunity than the world,0.0414,5.3582,5.3996,0.0,32.2034,5.96,3.5781,2025-11-26 21:42:35
gemma3n:e4b,global_development,question_22,"Looking at the green transition score of all the countries and regions over the years, what is the common patterns?",0.0336,26.1947,26.2283,0.0,144.89,5.52,16.0989,2025-11-26 21:43:02
gemma3n:e4b,global_development,question_23,Explain for me the correlations of human development index and gdp per capita,0.0477,15.9506,15.9983,0.0,81.386,5.09,9.0428,2025-11-26 21:43:18
gemma3n:e4b,global_development,question_24,Evaluate the differences in digital readiness of South Asia compared to Europe region,0.0467,4.1446,4.1913,0.0,23.8682,5.69,2.652,2025-11-26 21:43:22
gemma3n:e4b,global_development,question_25,Is there any correlation between governance quality and digital readiness score of South Asia?,0.0322,5.4986,5.5308,0.0,29.2283,5.28,3.2476,2025-11-26 21:43:28
gemma3n:e4b,global_development,question_26,Does the school enrolment in secondary affect the HDI in South Asia?,0.085,20.8182,20.9032,0.0,115.5794,5.53,12.8422,2025-11-26 21:43:49
gemma3n:e4b,global_development,question_27,What is the relationship of the FDI percentage of gdp and economic grow in middle and low income group?,0.0461,10.4708,10.5169,0.0,63.1348,6.0,7.0149,2025-11-26 21:44:00
gemma3n:e4b,global_development,question_28,"Compare the economic opportunity index of high income, middlie income groups and the world",0.0324,6.9967,7.0291,0.0,40.3266,5.74,4.4808,2025-11-26 21:44:07
gemma3n:e4b,global_development,question_29,Is the weather vulnerability related to the child mortality in high income country?,0.0367,4.4002,4.4369,0.0,24.044,5.42,2.6715,2025-11-26 21:44:12
gemma3n:e4b,global_development,question_3,What is the human development index score of Vietnam in 2019?,0.033,6.4374,6.4704,0.0,32.8988,5.08,3.6554,2025-11-26 21:44:18
gemma3n:e4b,global_development,question_30,Do countries with high weather vulnerability score have higher green transition scores? Explain for me the implication,0.0459,12.9806,13.0265,0.0,175.5086,13.47,19.5009,2025-11-26 21:48:53
gemma3n:e4b,global_development,question_31,What is the relationship between unemployment rate and inflation of US through years?,0.0333,13.741,13.7743,0.0,213.6609,15.51,23.7401,2025-11-26 21:49:07
gemma3n:e4b,global_development,question_4,What is the inflation rate of Vietnam in 2009?,0.0505,5.6543,5.7048,0.0,40.9622,7.18,4.5513,2025-11-26 21:49:13
gemma3n:e4b,global_development,question_5,What is the unemployment rate of Europe region in 2008?,0.0341,4.4433,4.4774,0.0,37.882,8.46,4.2091,2025-11-26 21:49:18
gemma3n:e4b,global_development,question_6,What is the life expectancy of Japan in 2020?,0.0351,5.9045,5.9396,0.0,53.8132,9.06,5.9793,2025-11-26 21:49:24
gemma3n:e4b,global_development,question_7,What is the economic opportunity index of indebt countries group in 2020?,0.0333,8.6121,8.6454,0.0,78.4421,9.07,8.7158,2025-11-26 21:49:33
gemma3n:e4b,global_development,question_8,What is the gpd per capita of OECD group in 2019?,0.0354,4.5471,4.5825,0.0,32.2598,7.04,3.5845,2025-11-26 21:49:38
gemma3n:e4b,global_development,question_9,What is the green transition score of lower middle income group in 2020?,0.0326,5.0613,5.0939,0.0,29.3685,5.77,3.2632,2025-11-26 21:49:43
gemma3n:e4b,happiness_record,question_1,What is the positive affect of US in 2008?,0.0359,4.0167,4.0526,0.0,21.0378,5.19,2.3376,2025-11-26 21:49:47
gemma3n:e4b,happiness_record,question_10,What is the Confidence In National Government of Singapore in 2022?,0.0386,4.2688,4.3074,0.0,30.3286,7.04,3.3698,2025-11-26 21:49:52
gemma3n:e4b,happiness_record,question_11,What is the average positive affect of all countries in 2008?,0.0335,4.9034,4.9369,0.0,35.9705,7.29,3.9967,2025-11-26 21:49:57
gemma3n:e4b,happiness_record,question_12,What is the average life ladder of Asia countries in 2022?,0.0396,4.4537,4.4933,0.0,26.2711,5.85,2.919,2025-11-26 21:50:02
gemma3n:e4b,happiness_record,question_13,Which country has the highest average long gdp per capita through years?,0.0323,4.8547,4.887,0.0,33.0198,6.76,3.6688,2025-11-26 21:50:07
gemma3n:e4b,happiness_record,question_14,Which country has the lowest average social support score over years?,0.031,3.9394,3.9704,0.0,28.9011,7.28,3.2113,2025-11-26 21:50:11
gemma3n:e4b,happiness_record,question_15,What is the average Healthy Life Expectancy At Birth of the world after 2020? ,0.0338,5.922,5.9558,0.0,50.5128,8.48,5.6125,2025-11-26 21:50:17
gemma3n:e4b,happiness_record,question_16,Which country has the highest freedom to make choices index? What region is it from? ,0.0322,4.2961,4.3283,0.0,32.1369,7.42,3.5707,2025-11-26 21:50:22
gemma3n:e4b,happiness_record,question_17,How many countries have higher average generiosity over years compared to the world' average?,0.0428,5.2031,5.2459,0.0,35.1028,6.69,3.9003,2025-11-26 21:50:27
gemma3n:e4b,happiness_record,question_18,Which region has the highest average perceptions of corruption?,0.0389,4.2365,4.2754,0.0,29.475,6.89,3.275,2025-11-26 21:50:32
gemma3n:e4b,happiness_record,question_19,Which country has the highest average negative affect in 2022? ,0.0305,4.1736,4.2041,0.0,24.5905,5.85,2.7323,2025-11-26 21:50:36
gemma3n:e4b,happiness_record,question_2,What is the life ladder of Vietnam in 2022?,0.0344,3.0104,3.0448,0.0,19.5024,6.41,2.1669,2025-11-26 21:50:39
gemma3n:e4b,happiness_record,question_20,What is the average Confidence In National Government score of Vietnam over years?,0.0349,4.2157,4.2506,0.0,29.9451,7.04,3.3272,2025-11-26 21:50:44
gemma3n:e4b,happiness_record,question_21,What are the countries having confidence in national goverment higher than world average in 2022?,0.046,4.8333,4.8793,0.0,26.2539,5.38,2.9171,2025-11-26 21:50:49
gemma3n:e4b,happiness_record,question_22,Interpret for me the current trend in positive affect of the world from 2008 to 2022?,0.0362,5.7475,5.7837,0.0,46.4662,8.03,5.1629,2025-11-26 21:50:55
gemma3n:e4b,happiness_record,question_23,Comparing the life ladder of Asia and Europe to tell me which region is worth to live?,0.0384,5.7527,5.7911,0.0,31.8274,5.5,3.5363,2025-11-26 21:51:01
gemma3n:e4b,happiness_record,question_24,Are countries with higher long gdp per capita likely to have higher positive effect over years? Comparing the data to evaluate ,0.0303,5.758,5.7883,0.0,32.0547,5.54,3.5617,2025-11-26 21:51:07
gemma3n:e4b,happiness_record,question_25,Does lack of social support lead to higher negative affect over years? ,0.0315,4.9616,4.9931,0.0,27.6034,5.53,3.067,2025-11-26 21:51:12
gemma3n:e4b,happiness_record,question_26,"Analyze the trend of Healthy Life Expectancy At Birth by region (Asia, Europe, North America)",0.0323,5.2497,5.282,0.0,35.9177,6.8,3.9909,2025-11-26 21:51:17
gemma3n:e4b,happiness_record,question_27,Evaluate for me the relationship between freedom to make choices and positive affect of Asia and North America countries. Explain the reasons.,0.0385,5.8846,5.9231,0.0,41.0507,6.93,4.5612,2025-11-26 21:51:24
gemma3n:e4b,happiness_record,question_28,What is the current movement of generiosity of Asian countries over years? Explain the reasons.,0.0348,6.4404,6.4752,0.0,37.8847,5.85,4.2094,2025-11-26 21:51:30
gemma3n:e4b,happiness_record,question_29,What is the relationship of percptions of corruption and confidence in national government?,0.0307,4.6992,4.7299,0.0,31.9655,6.76,3.5517,2025-11-26 21:51:35
gemma3n:e4b,happiness_record,question_3,What is the long GDP per capita of China in 2009?,0.0313,3.6146,3.6459,0.0,19.3959,5.32,2.1551,2025-11-26 21:51:39
gemma3n:e4b,happiness_record,question_30,Do high long gdp per capita countries have higher negative affects? Explain the results.,0.03,5.8644,5.8944,0.0,37.2433,6.32,4.1381,2025-11-26 21:51:45
gemma3n:e4b,happiness_record,question_31,How differences in Confidence In National Government score comparing all the regions? Evaluate the importance of governance trust on positive affects.,0.0319,6.9984,7.0303,0.0,42.7848,6.09,4.7539,2025-11-26 21:51:52
gemma3n:e4b,happiness_record,question_4,What is the social support index of Germany in 2008?,0.034,2.9025,2.9365,0.0,14.7999,5.04,1.6444,2025-11-26 21:51:56
gemma3n:e4b,happiness_record,question_5,What is the Healthy Life Expectancy At Birth of Japan in 2020?,0.0295,5.1059,5.1354,0.0,51.9365,10.11,5.7708,2025-11-26 21:52:01
gemma3n:e4b,happiness_record,question_6,What is the Freedom To Make Life Choices of Vietnam in 2018?,0.0372,5.9485,5.9857,0.0,65.7706,10.99,7.3078,2025-11-26 21:52:07
gemma3n:e4b,happiness_record,question_7,What is the generiosity score of Singapore in 2022?,0.0403,5.6698,5.7101,0.0,58.9092,10.32,6.5455,2025-11-26 21:52:13
gemma3n:e4b,happiness_record,question_8,What is the Perceptions Of Corruption of Ecuador in 2008?,0.0335,7.6446,7.6781,0.0,79.1271,10.31,8.7919,2025-11-26 21:52:21
gemma3n:e4b,happiness_record,question_9,What is the negative affect of Japan in 2022?,0.0338,4.3357,4.3695,0.0,27.7643,6.35,3.0849,2025-11-26 21:52:26
llama3.2,country_income,question_1,What is the gini recalculated of Vietnam in 2015?,0.0796,10.7103,10.7899,0.0,96.9789,8.99,10.7754,2025-11-26 21:52:37
llama3.2,country_income,question_10,What is the net income of each category of Vietnam in 2015?,0.036,6.564,6.6,0.0,104.3899,15.82,11.5989,2025-11-26 21:52:43
llama3.2,country_income,question_11,What is the average of gini recalcuated score of Vietnam by year?,0.0485,4.1319,4.1804,0.0,40.0705,9.59,4.4523,2025-11-26 21:52:48
llama3.2,country_income,question_12,Top 5 country that have highest gini recalulated in 2015,0.0308,8.7353,8.7661,0.0,71.6337,8.17,7.9593,2025-11-26 21:52:57
llama3.2,country_income,question_13,Top 5 country of which d1 category has highest net income in 2015,0.0544,9.5196,9.574,0.0,72.1317,7.53,8.0146,2025-11-26 21:53:06
llama3.2,country_income,question_14,How many countries have gini recalculated lower than the world average in 2015?,0.0567,2.3034,2.3601,0.0,15.148,6.42,1.6831,2025-11-26 21:53:09
llama3.2,country_income,question_15,What is the average of d10 net income of Vietnam over years?,0.0297,7.4865,7.5162,0.0,65.7486,8.75,7.3054,2025-11-26 21:53:17
llama3.2,country_income,question_16,What is the total net income of d5 to d9 groups of Vietnam in 2015?,0.0318,7.3714,7.4032,0.0,53.0401,7.16,5.8934,2025-11-26 21:53:24
llama3.2,country_income,question_17,What is the average gini recalculated score of top 5 countries having highest population in 2015?,0.0294,7.4568,7.4862,0.0,57.5284,7.68,6.3921,2025-11-26 21:53:32
llama3.2,country_income,question_18,Calculate the average gini of countries by region ID in 2015,0.0385,5.3204,5.3589,0.0,39.1105,7.3,4.3457,2025-11-26 21:53:38
llama3.2,country_income,question_19,What is the growth rate of gini recalculated of Vietnam for each year?,0.0463,38.2355,38.2818,0.0,346.2325,9.04,38.4703,2025-11-26 21:54:16
llama3.2,country_income,question_2,What is the net income of d10 category of US in 2015?,0.064,9.3471,9.4111,0.0,66.2824,7.04,7.3647,2025-11-26 21:54:26
llama3.2,country_income,question_20,The average gini recalculated of the world in 2015,0.0646,3.4408,3.5054,0.0,33.8219,9.65,3.758,2025-11-26 21:54:29
llama3.2,country_income,question_21,What is the ratio of net income of d10 to d1 group of Singapore in 2015?,0.0259,9.3747,9.4006,0.0,121.6949,12.95,13.5217,2025-11-26 21:54:39
llama3.2,country_income,question_22,Vietnam released economic reformation policy named 'Doi Moi' from 1986 to 2000. Evaluate the effectiveness of the policy based on the gini score trend of the country in 2 phases: Before 1986 and after 1986,0.0655,6.0477,6.1132,0.0,81.2463,13.29,9.0274,2025-11-26 21:54:45
llama3.2,country_income,question_23,Analyze the trend of world's income inequality across region from 1967 to 2015.,0.0532,18.0723,18.1255,0.0,244.3572,13.48,27.1508,2025-11-26 21:55:04
llama3.2,country_income,question_24,Does higher gdp per capita posiviely correlated with high income inequality? Explain possible reasons,0.0802,14.0062,14.0864,0.0,157.6737,11.19,17.5193,2025-11-26 21:55:18
llama3.2,country_income,question_25,The financial crisis happened in 2008. Evaluate the income inequality before and after the event in US.,0.0524,9.0578,9.1102,0.0,61.6185,6.76,6.8465,2025-11-26 21:55:27
llama3.2,country_income,question_26,Analyze the trend of income inequality and gdp per capita of Singapore from 1970 onward.,0.048,16.347,16.395,0.0,105.0233,6.41,11.6693,2025-11-26 21:55:44
llama3.2,country_income,question_27,Does population affect income inequality? Analyze gini index of China through years to explain,0.0769,10.6485,10.7254,0.0,61.9255,5.77,6.8806,2025-11-26 21:55:55
llama3.2,country_income,question_28,Comparing the gini index of China and US over years to evaluate which country has higher income inequality,0.0504,6.0435,6.0939,0.0,40.0545,6.57,4.4505,2025-11-26 21:56:01
llama3.2,country_income,question_29,Which region ID has high income inequality? Explain reasons behind it,0.0482,5.7228,5.771,0.0,40.4049,7.0,4.4894,2025-11-26 21:56:07
llama3.2,country_income,question_3,What is the net income of d1 category of Thailand in 2009?,0.0309,10.7699,10.8008,0.0,95.1138,8.81,10.5682,2025-11-26 21:56:18
llama3.2,country_income,question_30,"What are the common patterns can be observed from countries with high income inequality in 2015, knowing gini greater than 0.4 is considered as high inequality",0.0803,39.8199,39.9002,0.0,362.9075,9.1,40.3231,2025-11-26 21:56:58
llama3.2,country_income,question_31,"Evaluate the net income gap between low income group d1 to d4, middle income group d5 to d9 and high income group d10 in Vietnam and propose improvement plan",0.0898,40.4448,40.5346,0.0,408.3369,10.07,45.3707,2025-11-26 21:57:39
llama3.2,country_income,question_4,What is the net income of d10 group of Singapore in 1970?,0.0723,3.3215,3.3938,0.0,27.5492,8.12,3.0611,2025-11-26 21:57:43
llama3.2,country_income,question_5,What is the population of China in 2000?,0.04,6.9872,7.0272,0.0,64.1504,9.13,7.1279,2025-11-26 21:57:50
llama3.2,country_income,question_6,What is the gdp per capita of Sweden in 2015?,0.0437,2.5823,2.626,0.0,23.6733,9.01,2.6304,2025-11-26 21:57:53
